year,season,researcher,lakename,lakeregloc,lakecountry,lakearea,lakemeandepth,lakemaxdepth,lakeelevation,watershedarea,h2oresidence,lakefetch,stationdistance,stationdepth,stationname,poolstation,stationlat,stationlong,multiplestations,startday,startmonth,startyear,endday,endmonth,endyear,iceduration,periodn,samplenarrat,sampletype,photicdepth,sampledepth,icedepth,snowdepth,icenarrat,sidata,fadata,gutdata,foodwebnarrat,watertemp,airtemp,averadiation,cvradiation,avesecchidepth,cvsecchidepth,avetotphos,cvtotphos,maxtotphos,avetotdissphos,cvtotdissphos,maxtotdissphos,avetotnitro,cvtotnitro,maxtotnitro,avetotdissnitro,cvtotdissnitro,maxtotdissnitro,avetotdoc,cvtotdoc,maxtotdoc,avesuva,cvsuva,maxsuva,avecolor,cvcolor,maxcolor,avechla,cvchla,maxchla,waterchemnarrat,profiles,avephytoppr,maxphytoppr,phytopprunit,phytopprnarrat,phytomethod,avephytomass,cvphytomass,maxphytomass,avephytocount,cvphytocount,maxphytocount,propchloro,propcrypto,propcyano,propdiatom,propdino,propotherphyto,aveciliamass,cvciliamass,maxciliamass,aveciliacount,cvciliacount,maxciliacount,avehnfmass,cvhnfmass,maxhnfmass,avehnfcount,cvhnfcount,maxhnfcount,zoopmethod,avezoopmass,cvzoopmass,maxzoopmass,avezoopcount,cvzoopcount,maxzoopcount,propdaphnia,propothercladoc,propcyclopoid,propcalanoid,proprotifer,propotherzoop,avebactcount,cvbactcount,maxbactcount,avebactprod,cvbactprod,maxbactprod,bactprodunit,bactprodmethod,bactcompnarrat,bensubstrate,avebenalgalmass,cvbenalgalmass,maxbenalgalmass,avebenchla,cvbenchla,maxbenchla,macrophytemass,benamphdens,bengastrodens,benbivalvedens,beninsectdens,benoligodens,fishnarrat
2009,iceoff,Rick.Bourbonniere,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.8,EC880 (aka EC84),Erie-central-basin,41.9158,-81.63,yes,7,Jul,2009,13,Sep,2009,NA,4,Sampling conducted by Environment Canada personnel on board CCGS LIMNOS,in situ,NA,1,NA,0,NA,no,no,no,NA,21.4,NA,NA,NA,NA,NA,11.2,0.38,15.1,0.8,0.27,1.1,NA,NA,NA,63,0.29,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nutrients and chl analyzed by Environment Canada (NLET),yes,NA,NA,NA,NA,Sampling conducted from CCGS Limnos using Niskin bottles to collect water samples from discrete depths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceon,Robert.McKay,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.8,EC880 (aka EC84),Erie-central-basin,41.9158,-81.63,yes,18,Feb,2010,18,Feb,2010,60,1,Sampling conducted from icebreaker CCGS GRIFFON from water cleared of ice by the vessel,in situ,NA,1,NA,NA,NA,no,no,no,NA,NA,NA,50,NA,1.2,NA,20.8,NA,20.8,9.8,NA,9.8,NA,NA,NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,2.5,Nutrients and chl analyzed by Environment Canada (NLET),yes,1.25,1.5,g C g chl^-1 h^-1,Photosynthetic rates were measured by tracing the acid-stable uptake of radiolabelled 14C HCO3 in samples incubated simultaneously under 24 different light intensities for 2-3 h using a temperature-controlled photosynthetron ,"Sampling was as described elsewhere (Twiss et al., 2012, JGLR). A stainless steel sampling bucket was lowered to 1 m and sample collected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107000,0.182721263,129000,NA,NA,NA,,,comprehensive taxonomic analysis was completed by Illumina MiSeq targeting the 16S rRNA V4 hypervariable region of bacterial and plastid genomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Robert.McKay,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.8,EC880 (aka EC84),Erie-central-basin,41.9158,-81.63,yes,16,Feb,2011,16,Feb,2011,60,1,Sampling conducted from icebreaker CCGS GRIFFON from water cleared of ice by the vessel,in situ,NA,1,20,NA,NA,no,no,no,NA,-0.2,1,NA,NA,NA,NA,18.7,NA,18.7,6.8,NA,6.8,NA,NA,NA,312,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,Nutrients and chl analyzed by Environment Canada (NLET),yes,NA,NA,NA,NA,"Sampling was as described elsewhere (Twiss et al., 2012, JGLR). A stainless steel sampling bucket was lowered to 1 m and sample collected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,comprehensive taxonomic analysis was completed by Illumina MiSeq targeting the 16S rRNA V4 hypervariable region of bacterial and plastid genomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceoff,Robert.McKay,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.8,EC880 (aka EC84),Erie-central-basin,41.9158,-81.63,yes,19,Jul,2011,19,Jul,2011,NA,1,Sampling conducted from RV BLUE HERON using Niskin bottles to collect water samples from discrete depths,in situ,NA,5,NA,0,NA,no,no,no,NA,24.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.04,0.6,Nutrients and chl measured by R. Sterner (U. Minnesota),yes,NA,NA,NA,NA,Sampling conducted from RV BLUE HERON using Niskin bottles to collect water samples from discrete depths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215000,0.618,367000,NA,NA,NA,,,comprehensive taxonomic analysis was completed by Illumina MiSeq targeting the 16S rRNA V4 hypervariable region of bacterial and plastid genomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,iceon,Robert.McKay,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.8,EC880 (aka EC84),Erie-central-basin,41.9158,-81.63,yes,22,Feb,2013,22,Feb,2013,60,1,Sampling conducted from icebreaker CCGS GRIFFON from water cleared of ice by the vessel,in situ,NA,1,12,NA,area around station was 80% ice-covered with about 60% of ice covered by snow ,no,no,no,NA,0,-1.5,NA,NA,NA,NA,31.6,NA,31.6,8.4,NA,8.4,NA,NA,NA,123,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.08,6.7,"Nutrients analyzed by National Center for Water Quality Research (Heidelberg University, Tiffin, OH, USA) using standardized techniques (EPA 1979). Chlorophyll measured flourometrically on pigment extracted in 90% acetone from samples collected on 0.2 micron PCTE membranes",yes,NA,NA,NA,NA,"Sampling was as described elsewhere (Twiss et al., 2012, JGLR). A stainless steel sampling bucket was lowered to 1 m and sample collected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,comprehensive taxonomic analysis was completed by Illumina MiSeq targeting the 16S rRNA V4 hypervariable region of bacterial and plastid genomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,iceoff,Rick.Bourbonniere,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.4,EC880 (aka EC84),Erie-central-basin,41.9775,-81.7562,yes,16,Jul,2013,15,Aug,2013,NA,3,Sampling conducted by Environment Canada personnel on board CCGS LIMNOS,in situ,NA,1,NA,0,NA,no,no,no,NA,23.85,NA,NA,NA,6,0.08,7,0.29,8.2,0.03,0.88,0.6,NA,NA,NA,202,0.1,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66,0.82,5.76,Nutrients and chl analyzed by Environment Canada (NLET),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceon,Sue.Watson,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.8,EC880 (aka EC84),Erie-central-basin,41.9158,-81.63,yes,4,Mar,2014,4,Mar,2014,60,1,Sampling conducted by helicopter coordinated by Environment Canada,in situ,NA,1,61,NA,NA,no,no,no,NA,0.07,NA,NA,NA,NA,NA,13.2,NA,13.2,6.4,NA,6.4,NA,NA,NA,185,NA,185,2.4,NA,2.4,NA,NA,NA,NA,NA,NA,11.73,0.04,12.37,Nutrients and chl analyzed by Environment Canada (NLET),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceoff,Sue.Watson,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.4,EC880 (aka EC84),Erie-central-basin,41.9775,-81.7562,yes,26,Aug,2014,3,Sep,2014,NA,2,Sampling conducted by Environment Canada personnel on board CCGS LIMNOS,in situ,NA,1,NA,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.1,3.42,Nutrients and chl analyzed by Environment Canada (NLET),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceoff,EPA.GLNPO,Lake Erie,"ON,MI,OH,PA,NY",Canada/USA,25700,19,64,173,78000,950,400,34,23.4,ER73,Erie-central-basin,41.9775,-81.7562,yes,10,Aug,2010,10,Aug,2010,NA,1,Sampling conducted from RV Lake Guardian as part of US EPA summer survey of Lake Erie using Niskin bottles to collect water samples from discrete depths,in situ,NA,2,NA,0,NA,no,no,no,NA,25.3,NA,NA,NA,NA,NA,9.9,NA,9.9,3.7,NA,3.7,NA,NA,NA,8.1,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,6.5,Nutrients and chl analyzed by US EPA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660000,0.003240727,1670000,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceon,Richard.Vogt/Maggie.Xenopoulos,Lake Erie,"Ontario (transborder: MI, OH, PA, NY)",Canada/USA,25700,19,64,173,78000,950,388,21,61,452,Erie452,42.581667,-79.9225,yes,4,Mar,2014,4,Mar,2014,NA,1,"A single water sample was taken at 1 m depth.  Sampling was conducted via helicoptoer, with a single hole drilled in ice",in situ,NA,1,46,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67453573,NA,14.67453573,NA,NA,NA,463.6671768,NA,463.6671768,2.393629451,NA,2.393629451,NA,NA,NA,NA,NA,NA,0.988147669,NA,0.988147669,Organic carbon concentrations were measured by combustion on an O.I. Analytical Aurora Model 1030 TOC analyzer,These are the raw data.  We only have a single sample for each site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692138657,NA,0.692138657,(ug C L^-1 d^-1,3H Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceoff,Richard.Vogt/Maggie.Xenopoulos,Lake Erie,"Ontario (transborder: MI, OH, PA, NY)",Canada/USA,25700,19,64,173,78000,950,388,21,61,452,Erie452,42.581667,-79.9225,yes,26,May,2014,26,May,2014,NA,1,Sample was collected 1 m below the surface ,in situ,NA,1,0,0,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,8.686166601,NA,8.686166601,5.609172048,NA,5.609172048,NA,NA,NA,361.0497084,NA,361.0497084,5.004011551,NA,5.004011551,NA,NA,NA,NA,NA,NA,4.727391637,NA,4.727391637,TP and TDP was measured using the molybdenum blue method with persulfate digestion,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235672478,NA,0.235672478,(ug C L^-1 d^-1,3H Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,iceon,Michael.Twiss,Lake Erie,"MI, OH, PA, NY, ON",USA/Canada,25700,19,64,173,78000,950,400,NA,1,880,Erie880,41.91667,-81.63333,yes,15,Feb,2012,15,Feb,2012,0,1,Grab sample < 1 m depth taken underway off the side of the CCGS Griffon.,in situ,3,1,NA,NA,ice free station,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,NA,5.14,"Total chlorophyll-a was extracted from samples on to 0.2 micron polycarbonate etched track membrane filters.  Immediately following filtration, filters were frozen and transported from the field to the laboratory on dry ice; where they were then placed in 90% acetone in the dark for 4 to 24 hr at 4 deg C and measured fluorometrically following the Welschmeyer (1994) technique. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceon,Richard.Vogt/Maggie.Xenopoulos,Lake Erie,"Ontario (transborder: MI, OH, PA, NY)",Canada/USA,25700,19,64,173,78000,950,388,29.7,23,880,Erie880,41.935556,-81.653889,yes,5,Mar,2014,5,Mar,2014,NA,1,"A single water sample was taken at 1 m depth.  Sampling was conducted via helicoptoer, with a single hole drilled in ice",in situ,NA,1,61,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.852194739,NA,7.852194739,NA,NA,NA,352.9367462,NA,352.9367462,2.384962104,NA,2.384962104,NA,NA,NA,NA,NA,NA,3.607086492,NA,3.607086492,"Chlorophyll a (Chl a) was extracted from particles collected on a 25 mm GF/F filter using 95% ethanol incubated in the dark at 4 ¡C for 24 h.  Extracted pigment was measured as fluorescence and were converted to concentration (µgL-1) using spinach extract standard, correcting for filtration volume",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812428975,NA,0.812428975,(ug C L^-1 d^-1,3H Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceoff,Richard.Vogt/Maggie.Xenopoulos,Lake Erie,"Ontario (transborder: MI, OH, PA, NY)",Canada/USA,25700,19,64,173,78000,950,388,29.7,23,880,Erie880,41.935556,-81.653889,yes,27,May,2014,27,May,2014,NA,1,Sample was collected 1 m below the surface ,in situ,NA,1,0,0,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,7.717592671,NA,7.717592671,5.386378565,NA,5.386378565,NA,NA,NA,227.1979058,NA,227.1979058,2.922218537,NA,2.922218537,NA,NA,NA,NA,NA,NA,2.712133376,NA,2.712133376,TDN was processed by combustion using an O.I. Analytical Aurora Model 1030 total organic carbon analyser with anexternal total bound nitrogen module,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880235786,NA,0.880235786,(ug C L^-1 d^-1,3H Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,iceon,Michael.Twiss,Lake Erie,"MI, OH, PA, NY, ON",USA/Canada,25700,19,64,173,78000,950,400,NA,1,970,Erie970,41.825,-82.975,yes,16,Feb,2012,16,Feb,2012,0,1,Grab sample < 1 m depth taken underway off the side of the CCGS Griffon.,in situ,3,0.2,NA,NA,ice free station,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,0.66,"Total chlorophyll-a was extracted from samples on to 0.2 micron polycarbonate etched track membrane filters.  Immediately following filtration, filters were frozen and transported from the field to the laboratory on dry ice; where they were then placed in 90% acetone in the dark for 4 to 24 hr at 4 deg C and measured fluorometrically following the Welschmeyer (1994) technique. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceon,Richard.Vogt/Maggie.Xenopoulos,Lake Erie,"Ontario (transborder: MI, OH, PA, NY)",Canada/USA,25700,19,64,173,78000,950,388,18.6,9.5,970,Erie970,41.825,-82.975,yes,5,Mar,2014,5,Mar,2014,NA,1,"A single water sample was taken at 1 m depth.  Sampling was conducted via helicoptoer, with a single hole drilled in ice",in situ,NA,1,76,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.286971382,NA,4.286971382,NA,NA,NA,708.6088213,NA,708.6088213,1.933093274,NA,1.933093274,NA,NA,NA,NA,NA,NA,1.007511161,NA,1.007511161,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483652092,NA,0.483652092,(ug C L^-1 d^-1,3H Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,iceoff,Richard.Vogt/Maggie.Xenopoulos,Lake Erie,"Ontario (transborder: MI, OH, PA, NY)",Canada/USA,25700,19,64,173,78000,950,388,18.6,9.5,970,Erie970,41.825,-82.975,yes,28,May,2014,28,May,2014,NA,1,Sample was collected 1 m below the surface ,in situ,NA,1,0,0,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,6.705971012,NA,6.705971012,4.027338319,NA,4.027338319,NA,NA,NA,468.6560595,NA,468.6560595,3.853223324,NA,3.853223324,NA,NA,NA,NA,NA,NA,3.966104691,NA,3.966104691,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.128767222,NA,2.128767222,(ug C L^-1 d^-1,3H Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,iceon,Michelle.Palmer,Lake Erie,Ontario,Canada,25700,19,64,173,78000,950,92,0.45,NA,Rosehill,Rosehill,42.933791,-79.063269,yes,25,Jan,1979,28,Feb,1979,NA,5,intake sample,intake,NA,3,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,20.4,0.188582197,26,NA,NA,NA,577.8,0.094060147,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918,0.446051497,1.35,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,iceoff,Michelle.Palmer,Lake Erie,Ontario,Canada,25700,19,64,173,78000,950,92,0.45,NA,Rosehill,Rosehill,42.933791,-79.063269,yes,1,Jul,1979,15,Sep,1979,NA,10,intake sample,intake,NA,3,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,23.3,0.546656007,50,NA,NA,NA,529.7,0.162190229,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.159,0.466923667,5.94,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,iceon,Michelle.Palmer,Lake Erie,Ontario,Canada,25700,19,64,173,78000,950,92,0.45,NA,Rosehill,Rosehill,42.933791,-79.063269,yes,25,Jan,1980,28,Feb,1980,NA,5,intake sample,intake,NA,3,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,25.2,0.742074102,58,NA,NA,NA,599.6,0.310835172,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,0.874007373,6.21,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,iceoff,Michelle.Palmer,Lake Erie,Ontario,Canada,25700,19,64,173,78000,950,92,0.45,NA,Rosehill,Rosehill,42.933791,-79.063269,yes,1,Jul,1980,15,Sep,1980,NA,11,intake sample,intake,NA,3,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,17.45454545,0.580522431,45,NA,NA,NA,596.9090909,0.320510588,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.223125,0.384818026,4.86,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,iceon,Michelle.Palmer,Lake Erie,Ontario,Canada,25700,19,64,173,78000,950,92,0.45,NA,Rosehill,Rosehill,42.933791,-79.063269,yes,25,Jan,1981,28,Feb,1981,NA,5,intake sample,intake,NA,3,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,13.8,0.201078796,18,NA,NA,NA,602.2,0.282550632,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.998,0.386377796,2.97,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,iceoff,Michelle.Palmer,Lake Erie,Ontario,Canada,25700,19,64,173,78000,950,92,0.45,NA,Rosehill,Rosehill,42.933791,-79.063269,yes,1,Jul,1981,15,Sep,1981,NA,11,intake sample,intake,NA,3,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,49.81818182,0.473128416,99,NA,NA,NA,410.2727273,0.147844483,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.614090909,0.462068199,5.4,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
