lakeid,year4,sampledate,depth_range_m,rep,tri_chl_spec,mono_chl_spec,phaeo_spec,uncorrect_chl_fluor,correct_chl_fluor,phaeo_fluor,flag_spec,flag_fluor
WI,2004,4/15/2004,0-2,2,,,,,,,,
FI,2004,4/16/2004,0-2,1,,,,,,,,
FI,2004,4/16/2004,0-2,2,,,,,,,,
FI,2004,4/27/2004,0-2,1,,,,,,,,
FI,2004,4/27/2004,0-2,2,,,,,,,,
ME,2004,4/28/2004,0-2,1,,,,,,,,
ME,2004,4/28/2004,0-2,2,,,,,,,,
ME,2004,4/28/2004,0-8,1,,,,,,,,
MO,2004,4/29/2004,0-2,1,,,,,,,,
MO,2004,4/29/2004,0-2,2,,,,,,,,
MO,2004,4/29/2004,0-8,1,,,,,,,,
WI,2004,4/29/2004,0-2,1,,,,,,,,
WI,2004,4/29/2004,0-2,2,,,,,,,,
ME,2004,5/10/2004,0-2,1,,,,,,,,
ME,2004,5/10/2004,0-2,2,,,,,,,,
ME,2004,5/10/2004,0-8,1,,,,,,,,
MO,2004,5/11/2004,0-2,1,,,,,,,,
MO,2004,5/11/2004,0-2,2,,,,,,,,
MO,2004,5/11/2004,0-8,1,,,,,,,,
FI,2004,5/12/2004,0-2,1,,,,,,,,
FI,2004,5/12/2004,0-2,2,,,,,,,,
WI,2004,5/13/2004,0-2,1,,,,,,,,
WI,2004,5/13/2004,0-2,2,,,,,,,,
ME,2004,5/24/2004,0-2,1,,,,,,,,
ME,2004,5/24/2004,0-2,2,,,,,,,,
ME,2004,5/24/2004,0-8,1,,,,,,,,
FI,2004,5/25/2004,0-2,1,,,,,,,,
FI,2004,5/25/2004,0-2,2,,,,,,,,
WI,2004,5/26/2004,0-2,1,,,,,,,,
WI,2004,5/26/2004,0-2,2,,,,,,,,
MO,2004,5/27/2004,0-2,1,,,,,,,,
MO,2004,5/27/2004,0-2,2,,,,,,,,
MO,2004,5/27/2004,0-8,1,,,,,,,,
ME,2004,6/7/2004,0-2,1,,,,,,,,
ME,2004,6/7/2004,0-2,2,,,,,,,,
ME,2004,6/7/2004,0-8,1,,,,,,,,
MO,2004,6/8/2004,0-2,1,,,,,,,,
MO,2004,6/8/2004,0-2,2,,,,,,,,
MO,2004,6/8/2004,0-8,1,,,,,,,,
FI,2004,6/9/2004,0-2,1,,,,,,,,
FI,2004,6/9/2004,0-2,2,,,,,,,,
WI,2004,6/10/2004,0-2,1,,,,,,,,
WI,2004,6/10/2004,0-2,2,,,,,,,,
ME,2004,6/21/2004,0-2,1,,,,,,,,
ME,2004,6/21/2004,0-2,2,,,,,,,,
ME,2004,6/21/2004,0-8,1,,,,,,,,
MO,2004,6/22/2004,0-2,1,,,,,,,,
MO,2004,6/22/2004,0-2,2,,,,,,,,
MO,2004,6/22/2004,0-8,1,,,,,,,,
FI,2004,6/23/2004,0-2,1,,,,,,,,
FI,2004,6/23/2004,0-2,2,,,,,,,,
WI,2004,6/24/2004,0-2,1,,,,,,,,
WI,2004,6/24/2004,0-2,2,,,,,,,,
ME,2004,7/6/2004,0-2,1,,,,,,,,
ME,2004,7/6/2004,0-2,2,,,,,,,,
ME,2004,7/6/2004,0-8,1,,,,,,,,
MO,2004,7/7/2004,0-2,1,,,,,,,,
MO,2004,7/7/2004,0-2,2,,,,,,,,
MO,2004,7/7/2004,0-8,1,,,,,,,,
FI,2004,7/8/2004,0-2,1,,,,,,,,
FI,2004,7/8/2004,0-2,2,,,,,,,,
WI,2004,7/9/2004,0-2,1,,,,,,,,
WI,2004,7/9/2004,0-2,2,,,,,,,,
ME,2004,7/19/2004,0-2,1,,,,,,,,
ME,2004,7/19/2004,0-2,2,,,,,,,,
ME,2004,7/19/2004,0-8,1,,,,,,,,
MO,2004,7/20/2004,0-2,1,,,,,,,,
MO,2004,7/20/2004,0-2,2,,,,,,,,
MO,2004,7/20/2004,0-8,1,,,,,,,,
FI,2004,7/21/2004,0-2,1,,,,,,,,
FI,2004,7/21/2004,0-2,2,,,,,,,,
WI,2004,7/22/2004,0-2,1,,,,,,,,
WI,2004,7/22/2004,0-2,2,,,,,,,,
ME,2004,8/3/2004,0-2,1,,,,,,,,
ME,2004,8/3/2004,0-2,2,,,,,,,,
ME,2004,8/3/2004,0-8,1,,,,,,,,
WI,2004,8/4/2004,0-2,1,,,,,,,,
WI,2004,8/4/2004,0-2,2,,,,,,,,
FI,2004,8/5/2004,0-2,1,,,,,,,,
FI,2004,8/5/2004,0-2,2,,,,,,,,
MO,2004,8/5/2004,0-2,1,,,,,,,,
MO,2004,8/5/2004,0-2,2,,,,,,,,
MO,2004,8/5/2004,0-8,1,,,,,,,,
ME,2004,8/16/2004,0-2,1,,,,,,,,
ME,2004,8/16/2004,0-2,2,,,,,,,,
ME,2004,8/16/2004,0-8,1,,,,,,,,
MO,2004,8/16/2004,0-2,1,,,,,,,,
MO,2004,8/16/2004,0-2,2,,,,,,,,
MO,2004,8/16/2004,0-8,1,,,,,,,,
FI,2004,8/17/2004,0-2,1,,,,,,,,
FI,2004,8/17/2004,0-2,2,,,,,,,,
WI,2004,8/18/2004,0-2,1,,,,,,,,
WI,2004,8/18/2004,0-2,2,,,,,,,,
ME,2004,9/7/2004,0-2,1,,,,,,,,
ME,2004,9/7/2004,0-2,2,,,,,,,,
ME,2004,9/7/2004,0-8,1,,,,,,,,
MO,2004,9/9/2004,0-2,1,,,,,,,,
MO,2004,9/9/2004,0-2,2,,,,,,,,
MO,2004,9/9/2004,0-8,1,,,,,,,,
ME,2004,10/5/2004,0-2,1,,,,,,,,
ME,2004,10/5/2004,0-2,2,,,,,,,,
ME,2004,10/5/2004,0-8,1,,,,,,,,
MO,2004,10/6/2004,0-2,1,,,,,,,,
MO,2004,10/6/2004,0-2,2,,,,,,,,
MO,2004,10/6/2004,0-8,1,,,,,,,,
FI,2004,10/8/2004,0-2,1,,,,,,,,
FI,2004,10/8/2004,0-2,2,,,,,,,,
WI,2004,10/8/2004,0-2,1,,,,,,,,
WI,2004,10/8/2004,0-2,2,,,,,,,,
ME,2004,11/3/2004,0-2,1,,,,,,,,
ME,2004,11/3/2004,0-2,2,,,,,,,,
ME,2004,11/3/2004,0-8,1,,,,,,,,
MO,2004,11/4/2004,0-2,1,,,,,,,,
MO,2004,11/4/2004,0-2,2,,,,,,,,
MO,2004,11/4/2004,0-8,1,,,,,,,,
WI,2004,11/8/2004,0-2,1,,,,,,,,
WI,2004,11/8/2004,0-2,2,,,,,,,,
FI,2004,11/10/2004,0-2,1,,,,,,,,
FI,2004,11/10/2004,0-2,2,,,,,,,,
ME,2005,1/31/2005,0-2,1,,,,1.3,1.2,0.4,,D
ME,2005,1/31/2005,0-2,2,,,,1.1,1,0.1,,D
ME,2005,1/31/2005,0-8,1,,,,0.9,0.8,0.3,,D
MO,2005,2/3/2005,0-2,1,,,,3.7,3.3,1,,D
MO,2005,2/3/2005,0-2,2,,,,3.3,3,0.8,,D
MO,2005,2/3/2005,0-8,1,,,,1.7,1.5,0.6,,D
WI,2005,2/9/2005,0-2,1,,,,16.5,13.5,6.4,,D
WI,2005,2/9/2005,0-2,2,,,,13.1,11.3,3.8,,D
FI,2005,2/11/2005,0-2,1,,,,2.5,2.2,0.6,,D
FI,2005,2/11/2005,0-2,2,,,,2.7,2.5,0.6,,D
WI,2005,4/11/2005,0-2,1,,,,47.3,42.2,10.8,,D
WI,2005,4/11/2005,0-2,2,,,,47.6,43.3,9.1,,D
FI,2005,4/13/2005,0-2,1,,,,10.9,9.5,2.9,,D
FI,2005,4/13/2005,0-2,2,,,,13.5,12.2,2.9,,D
ME,2005,4/15/2005,0-2,1,,,,9.4,7.2,4.5,,D
ME,2005,4/15/2005,0-2,2,,,,10.5,8,5.3,,D
ME,2005,4/15/2005,0-8,1,,,,11.4,9.6,3.7,,D
MO,2005,4/18/2005,0-2,1,,,,20.8,19.5,2.9,,D
MO,2005,4/18/2005,0-2,2,,,,19.2,17.3,4.1,,D
MO,2005,4/18/2005,0-8,1,,,,21,19,4.3,,D
ME,2005,4/25/2005,0-2,1,,,,4.8,3.8,2,,D
ME,2005,4/25/2005,0-2,2,,,,5.5,4.4,2.2,,D
ME,2005,4/25/2005,0-8,1,,,,7.4,5.8,3.4,,D
MO,2005,4/27/2005,0-2,1,,,,1.9,1.6,0.6,,D
MO,2005,4/27/2005,0-2,2,,,,2,1.7,0.6,,D
MO,2005,4/27/2005,0-8,1,,,,1.9,1.6,0.6,,D
WI,2005,4/29/2005,0-2,1,,,,16.2,13.7,5.3,,D
WI,2005,4/29/2005,0-2,2,,,,13.8,11.6,4.6,,D
FI,2005,5/2/2005,0-2,1,,,,15.7,14.1,3.3,,D
FI,2005,5/2/2005,0-2,2,,,,7.4,6.1,2.7,,D
ME,2005,5/9/2005,0-2,1,,,,1,0.8,0.2,,D
ME,2005,5/9/2005,0-2,2,,,,1,0.7,0.6,,D
ME,2005,5/9/2005,0-8,1,,,,1.1,0.9,0.6,,D
MO,2005,5/10/2005,0-2,1,,,,2.2,1.9,0.6,,D
MO,2005,5/10/2005,0-2,2,,,,2.1,1.8,0.6,,D
MO,2005,5/10/2005,0-8,1,,,,1.9,1.6,0.5,,D
WI,2005,5/12/2005,0-2,1,,,,6.2,4.3,3.8,,D
WI,2005,5/12/2005,0-2,2,,,,6,4.3,3.6,,D
FI,2005,5/13/2005,0-2,1,,,,8.5,7.4,2.3,,D
FI,2005,5/13/2005,0-2,2,,,,12.7,11.7,2.1,,D
ME,2005,5/23/2005,0-2,1,,,,1.8,1.5,0.7,,D
ME,2005,5/23/2005,0-2,2,,,,2.5,2.2,0.7,,D
ME,2005,5/23/2005,0-8,1,,,,1.7,1.4,0.7,,D
MO,2005,5/24/2005,0-2,1,,,,4,3.5,1,,D
MO,2005,5/24/2005,0-2,2,,,,4.1,3.7,0.9,,D
MO,2005,5/24/2005,0-8,1,,,,5,4.5,1,,D
WI,2005,5/25/2005,0-2,1,,,,8.8,7.7,2.4,,D
WI,2005,5/25/2005,0-2,2,,,,7.8,6.9,2,,D
FI,2005,5/26/2005,0-2,1,,,,3.6,3.2,0.9,,D
FI,2005,5/26/2005,0-2,2,,,,3.7,3.2,0.9,,D
FI,2005,5/26/2005,0-2,3,,,,,,,,
ME,2005,6/6/2005,0,1,,,,2.3,1.9,0.8,,D
ME,2005,6/6/2005,2,1,,,,2.3,1.9,0.9,,D
ME,2005,6/6/2005,4,1,,,,2,1.7,0.7,,D
ME,2005,6/6/2005,6,1,,,,2.9,2.3,1.1,,D
ME,2005,6/6/2005,8,1,,,,1.7,1.4,0.7,,D
ME,2005,6/6/2005,10,1,,,,2.2,1.8,0.9,,D
ME,2005,6/6/2005,12,1,,,,0.6,0.4,0.5,,D
ME,2005,6/6/2005,0-2,1,,,,2,1.6,0.8,,D
ME,2005,6/6/2005,0-2,2,,,,2.3,1.9,0.9,,D
ME,2005,6/6/2005,0-8,1,,,,1.8,1.5,0.7,,D
MO,2005,6/7/2005,0,1,,,,8.7,8.5,0.4,,D
MO,2005,6/7/2005,2,1,,,,10.4,10.2,0.3,,D
MO,2005,6/7/2005,4,1,,,,2.3,2.1,0.5,,D
MO,2005,6/7/2005,6,1,,,,1.6,1.4,0.6,,D
MO,2005,6/7/2005,8,1,,,,0.5,0.5,0.2,,D
MO,2005,6/7/2005,10,1,,,,0.5,0.3,0.4,,D
MO,2005,6/7/2005,12,1,,,,0.6,0.4,0.4,,D
MO,2005,6/7/2005,0-2,1,,,,10,9.8,0.5,,D
MO,2005,6/7/2005,0-2,2,,,,14.7,14.1,1.4,,D
MO,2005,6/7/2005,0-8,1,,,,4.8,4.5,0.7,,D
WI,2005,6/8/2005,0,1,,,,7,5.8,2.6,,D
WI,2005,6/8/2005,1,1,,,,7,6,2.2,,D
WI,2005,6/8/2005,2,1,,,,7.2,6,2.7,,D
WI,2005,6/8/2005,0-2,1,,,,9.3,7.6,3.6,,D
WI,2005,6/8/2005,0-2,2,,,,8,6.6,2.8,,D
FI,2005,6/9/2005,0,1,,,,1.8,1.5,0.7,,D
FI,2005,6/9/2005,2,1,,,,3,2.5,1.1,,D
FI,2005,6/9/2005,4,1,,,,4.4,3.7,1.5,,D
FI,2005,6/9/2005,6,1,,,,4.1,3.4,1.6,,D
FI,2005,6/9/2005,7,1,,,,2.5,1.9,1.2,,D
FI,2005,6/9/2005,8,1,,,,1.9,1.3,1.4,,D
FI,2005,6/9/2005,9,1,,,,1.9,1.1,1.8,,D
FI,2005,6/9/2005,10,1,,,,1.4,0.7,1.5,,D
FI,2005,6/9/2005,11,1,,,,1.4,0.5,2,,D
FI,2005,6/9/2005,12,1,,,,1.7,0.9,1.8,,D
FI,2005,6/9/2005,0-2,1,,,,3,2.5,1,,D
FI,2005,6/9/2005,0-2,2,,,,2.6,2.1,1,,D
ME,2005,6/20/2005,0-2,1,,,,8.3,7.9,0.9,,D
ME,2005,6/20/2005,0-2,2,,,,9.7,8.8,1.8,,D
ME,2005,6/20/2005,0-8,1,,,,5.6,5.1,1,,D
MO,2005,6/21/2005,0-2,1,,,,7.8,6.4,3,,D
MO,2005,6/21/2005,0-2,2,,,,5.4,5.1,0.5,,D
MO,2005,6/21/2005,0-8,1,,,,6.2,5.8,1,,D
WI,2005,6/22/2005,0-2,1,,,,11.2,9.7,3.2,,D
WI,2005,6/22/2005,0-2,2,,,,11.7,10.1,3.3,,D
FI,2005,6/23/2005,0-2,1,,,,3.1,2.7,0.8,,D
FI,2005,6/23/2005,0-2,2,,,,2.6,2.3,0.7,,D
ME,2005,7/5/2005,0,1,,,,14.2,13.6,1.3,,D
ME,2005,7/5/2005,2,1,,,,19.8,17.3,5.2,,D
ME,2005,7/5/2005,4,1,,,,8.3,7.7,1.2,,D
ME,2005,7/5/2005,6,1,,,,7.4,7,1,,D
ME,2005,7/5/2005,8,1,,,,2.8,2.4,0.8,,D
ME,2005,7/5/2005,10,1,,,,1.2,0.7,1,,D
ME,2005,7/5/2005,12,1,,,,0.5,0.3,0.4,,D
ME,2005,7/5/2005,0-2,1,,,,17,16.1,2.1,,D
ME,2005,7/5/2005,0-2,2,,,,14.2,13.6,1.4,,D
ME,2005,7/5/2005,0-8,1,,,,10.2,9.6,1.3,,D
MO,2005,7/5/2005,0,1,,,,7.3,7.1,0.3,,D
MO,2005,7/5/2005,2,1,,,,7.9,7.6,0.7,,D
MO,2005,7/5/2005,4,1,,,,13.1,12.6,0.9,,D
MO,2005,7/5/2005,6,1,,,,7.2,6.3,2.1,,D
MO,2005,7/5/2005,8,1,,,,1.1,0.7,0.9,,D
MO,2005,7/5/2005,10,1,,,,0.6,0.3,0.5,,D
MO,2005,7/5/2005,12,1,,,,0.7,0.5,0.5,,D
MO,2005,7/5/2005,0-2,1,,,,5.4,5,0.8,,D
MO,2005,7/5/2005,0-2,2,,,,8.1,7.8,0.6,,D
MO,2005,7/5/2005,0-8,1,,,,6.1,5.6,1.2,,D
WI,2005,7/6/2005,0,1,,,,13.5,11.8,3.5,,D
WI,2005,7/6/2005,1,1,,,,16,14,4.2,,D
WI,2005,7/6/2005,2,1,,,,15.3,13.6,3.6,,D
WI,2005,7/6/2005,0-2,1,,,,13,10.8,4.6,,D
WI,2005,7/6/2005,0-2,2,,,,14.6,12.8,3.8,,D
FI,2005,7/7/2005,0,1,,,,6.6,5.9,1.5,,D
FI,2005,7/7/2005,2,1,,,,8.7,7.7,2.2,,D
FI,2005,7/7/2005,4,1,,,,9.3,7.9,2.9,,D
FI,2005,7/7/2005,6,1,,,,11.1,9.6,3.1,,D
FI,2005,7/7/2005,7,1,,,,5.2,4,2.5,,D
FI,2005,7/7/2005,8,1,,,,4.5,3.4,2.3,,D
FI,2005,7/7/2005,9,1,,,,3.5,2.4,2.2,,D
FI,2005,7/7/2005,10,1,,,,3.3,2.3,2.1,,D
FI,2005,7/7/2005,11,1,,,,3.8,2.1,3.7,,D
FI,2005,7/7/2005,12,1,,,,3.5,-0.4,8.3,,D
FI,2005,7/7/2005,0-2,1,,,,9.6,8.6,2.1,,D
FI,2005,7/7/2005,0-2,2,,,,7.9,6.8,2.5,,D
ME,2005,7/18/2005,0-2,1,,,,13.8,13.1,1.4,,D
ME,2005,7/18/2005,0-2,2,,,,4.6,4.3,0.8,,D
ME,2005,7/18/2005,0-8,1,,,,9.9,9.2,1.6,,D
MO,2005,7/19/2005,0-2,1,,,,10.4,9.5,2,,D
MO,2005,7/19/2005,0-2,2,,,,11.7,10.9,1.8,,D
MO,2005,7/19/2005,0-8,1,,,,10.4,9.3,2.2,,D
FI,2005,7/22/2005,0-2,1,,,,7.5,6.6,1.8,,D
FI,2005,7/22/2005,0-2,2,,,,6.7,5.7,2,,D
WI,2005,7/22/2005,0-2,1,,,,18.6,15.5,6.7,,D
WI,2005,7/22/2005,0-2,2,,,,19.4,16.7,5.6,,D
ME,2005,8/1/2005,0,1,,,,2.7,2.4,0.5,,D
ME,2005,8/1/2005,2,1,,,,9,8.5,1.1,,D
ME,2005,8/1/2005,4,1,,,,10.8,10.1,1.5,,D
ME,2005,8/1/2005,6,1,,,,4.3,4,0.7,,D
ME,2005,8/1/2005,8,1,,,,3,2.6,0.9,,D
ME,2005,8/1/2005,10,1,,,,3.6,2.7,1.9,,D
ME,2005,8/1/2005,12,1,,,,2.5,1.8,1.6,,D
ME,2005,8/1/2005,0-2,1,,,,9.5,8.9,1.2,,D
ME,2005,8/1/2005,0-2,2,,,,2.7,2.4,0.6,,D
ME,2005,8/1/2005,0-8,1,,,,6.3,5.5,1.6,,D
MO,2005,8/3/2005,0,1,,,,6.8,6.2,1.3,,D
MO,2005,8/3/2005,2,1,,,,6.4,5.6,1.6,,D
MO,2005,8/3/2005,4,1,,,,6.1,5.6,1.2,,D
MO,2005,8/3/2005,6,1,,,,3.5,3,1,,D
MO,2005,8/3/2005,8,1,,,,1.1,0.8,0.7,,D
MO,2005,8/3/2005,10,1,,,,0.8,0.7,0.4,,D
MO,2005,8/3/2005,0-2,1,,,,6.7,6,1.4,,D
MO,2005,8/3/2005,0-2,2,,,,5.8,5.2,1.4,,D
MO,2005,8/3/2005,0-8,1,,,,18.4,10.3,17.1,,D
WI,2005,8/4/2005,0,1,,,,11.6,9.8,3.7,,D
WI,2005,8/4/2005,1,1,,,,16.4,14.2,4.7,,D
WI,2005,8/4/2005,2,1,,,,13.5,11.2,4.9,,D
WI,2005,8/4/2005,0-2,1,,,,12.4,10.4,4.2,,D
WI,2005,8/4/2005,0-2,2,,,,11.8,9.9,4.1,,D
FI,2005,8/5/2005,0,1,,,,9.4,8.5,1.8,,D
FI,2005,8/5/2005,2,1,,,,4.7,4.2,1.2,,D
FI,2005,8/5/2005,3,1,,,,4.6,4.1,1.1,,D
FI,2005,8/5/2005,4,1,,,,4,3.6,1,,D
FI,2005,8/5/2005,5,1,,,,18,15.7,4.8,,D
FI,2005,8/5/2005,6,1,,,,14.7,12.5,4.7,,D
FI,2005,8/5/2005,7,1,,,,2.3,1.7,1.2,,D
FI,2005,8/5/2005,8,1,,,,1.2,0.9,0.7,,D
FI,2005,8/5/2005,10,1,,,,3.1,1.7,2.8,,D
FI,2005,8/5/2005,12,1,,,,4.6,-30.8,75,,D
FI,2005,8/5/2005,0-2,1,,,,10.1,9.3,1.7,,D
FI,2005,8/5/2005,0-2,2,,,,3.9,3.5,0.7,,D
ME,2005,8/15/2005,0-2,1,,,,7.2,6.5,1.5,,D
ME,2005,8/15/2005,0-2,2,,,,8.8,8.1,1.4,,D
ME,2005,8/15/2005,0-8,1,,,,2.6,2.2,0.7,,D
MO,2005,8/15/2005,0-2,1,,,,3.9,3.6,0.8,,D
MO,2005,8/15/2005,0-2,2,,,,,,,,
MO,2005,8/15/2005,0-8,1,,,,3.3,2.9,0.8,,D
WI,2005,8/16/2005,0-2,1,,,,13,11.4,3.3,,D
WI,2005,8/16/2005,0-2,2,,,,3.6,3.2,0.8,,D
FI,2005,8/17/2005,0-2,1,,,,8.2,7.4,1.8,,D
FI,2005,8/17/2005,0-2,2,,,,8.3,7.5,1.9,,D
ME,2005,8/29/2005,0,1,,,,2.1,1.9,0.3,,D
ME,2005,8/29/2005,2,1,,,,2,1.8,0.4,,D
ME,2005,8/29/2005,4,1,,,,6.8,6.2,1.3,,D
ME,2005,8/29/2005,6,1,,,,7.3,6.6,1.7,,D
ME,2005,8/29/2005,8,1,,,,4.3,3.6,1.3,,D
ME,2005,8/29/2005,10,1,,,,1.5,1.3,0.3,,D
ME,2005,8/29/2005,12,1,,,,2.2,1.8,0.9,,D
ME,2005,8/29/2005,0-2,1,,,,6,5.5,1,,D
ME,2005,8/29/2005,0-2,2,,,,2.2,1.9,0.6,,D
ME,2005,8/29/2005,0-8,1,,,,2.3,2,0.6,,D
MO,2005,8/30/2005,0,1,,,,4.9,4.5,0.9,,D
MO,2005,8/30/2005,2,1,,,,7.2,6.6,1.4,,D
MO,2005,8/30/2005,4,1,,,,7.2,6.6,1.5,,D
MO,2005,8/30/2005,6,1,,,,3.2,2.8,0.7,,D
MO,2005,8/30/2005,8,1,,,,8.2,7.3,1.9,,D
MO,2005,8/30/2005,10,1,,,,2.2,-12.5,31.1,,D
MO,2005,8/30/2005,12,1,,,,1.8,0.9,2,,D
MO,2005,8/30/2005,0-2,1,,,,10.1,9.3,1.7,,D
MO,2005,8/30/2005,0-2,2,,,,2.7,2.4,0.6,,D
MO,2005,8/30/2005,0-8,1,,,,3,2.7,0.7,,D
WI,2005,8/31/2005,0,1,,,,4.4,3.7,1.5,,D
WI,2005,8/31/2005,1,1,,,,11.2,9.5,3.5,,D
WI,2005,8/31/2005,2,1,,,,10.2,8.7,3.2,,D
WI,2005,8/31/2005,0-2,1,,,,4.5,3.8,1.5,,D
WI,2005,8/31/2005,0-2,2,,,,3.7,3.2,1.1,,D
FI,2005,9/1/2005,0,1,,,,9.2,8.3,1.7,,D
FI,2005,9/1/2005,2,1,,,,2.8,2.5,0.7,,D
FI,2005,9/1/2005,4,1,,,,3.4,3,0.9,,D
FI,2005,9/1/2005,6,1,,,,7.7,6,3.5,,D
FI,2005,9/1/2005,7,1,,,,4.1,1.3,5.9,,D
FI,2005,9/1/2005,8,1,,,,3.2,-1,8.9,,D
FI,2005,9/1/2005,9,1,,,,1.3,-4.9,13.1,,D
FI,2005,9/1/2005,10,1,,,,1.6,-7.9,20,,D
FI,2005,9/1/2005,11,1,,,,2,-20.1,46.9,,D
FI,2005,9/1/2005,12,1,,,,1.8,-19.7,45.6,,D
FI,2005,9/1/2005,0-2,1,,,,8.3,7.5,1.6,,D
FI,2005,9/1/2005,0-2,2,,,,3.8,3.4,0.9,,D
ME,2005,9/26/2005,0-2,1,,,,5.2,4.3,1.8,,D
ME,2005,9/26/2005,0-2,2,,,,2.1,1.8,0.7,,D
ME,2005,9/26/2005,0-8,1,,,,4.4,3.5,1.9,,D
MO,2005,9/27/2005,0-2,1,,,,10.5,9.4,2.3,,D
MO,2005,9/27/2005,0-2,2,,,,4.1,3.8,0.7,,D
MO,2005,9/27/2005,0-8,1,,,,2.7,2.4,0.7,,D
FI,2005,9/29/2005,0,1,,,,3.6,3,1.3,,D
FI,2005,9/29/2005,2,1,,,,3.4,2.9,1.2,,D
FI,2005,9/29/2005,4,1,,,,3.8,3,1.7,,D
FI,2005,9/29/2005,6,1,,,,7.8,6.4,3.1,,D
FI,2005,9/29/2005,8,1,,,,6.6,-6.4,27.5,,D
FI,2005,9/29/2005,10,1,,,,1.8,-15.6,36.9,,D
FI,2005,9/29/2005,12,1,,,,1.5,-13.6,31.9,,D
FI,2005,9/29/2005,0-2,1,,,,9,7.6,3.1,,D
FI,2005,9/29/2005,0-2,2,,,,4,3.4,1.3,,D
WI,2005,9/29/2005,0-2,1,,,,22.1,19.8,4.9,,D
WI,2005,9/29/2005,0-2,2,,,,8,6.7,2.8,,D
WI,2005,10/26/2005,0-2,1,,,,32,27.5,9.4,,D
WI,2005,10/26/2005,0-2,2,,,,29,24.8,9,,D
ME,2005,11/2/2005,0-2,1,,,,1.8,1.6,0.5,,D
ME,2005,11/2/2005,0-2,2,,,,2.5,2.2,0.5,,D
ME,2005,11/2/2005,0-8,1,,,,2.6,2.3,0.6,,D
MO,2005,11/3/2005,0-2,1,,,,3.6,3.1,1,,D
MO,2005,11/3/2005,0-2,2,,,,4.6,4,1.3,,D
MO,2005,11/3/2005,0-8,1,,,,5,4.3,1.5,,D
FI,2005,11/4/2005,0,1,,,,6.3,5,2.8,,D
FI,2005,11/4/2005,2,1,,,,4.4,3.3,2.3,,D
FI,2005,11/4/2005,4,1,,,,4,3.1,2.1,,D
FI,2005,11/4/2005,6,1,,,,5.1,4.1,2.2,,D
FI,2005,11/4/2005,8,1,,,,5.7,4.4,2.8,,D
FI,2005,11/4/2005,0-2,1,,,,5.3,4,2.7,,D
FI,2005,11/4/2005,0-2,2,,,,6.2,5,2.5,,D
WI,2005,11/22/2005,0-2,1,,,,36.5,33.7,6,,D
WI,2005,11/22/2005,0-2,2,,,,38.3,34.4,8.4,,D
ME,2005,11/30/2005,0-2,1,,,,1,0.8,0.5,,D
ME,2005,11/30/2005,0-2,2,,,,1.2,1,0.4,,D
ME,2005,11/30/2005,0-8,1,,,,1.2,0.9,0.5,,D
WI,2006,2/22/2006,0-2,1,,,,40.8,31.6,19.5,,D
WI,2006,2/22/2006,0-2,2,,,,30.2,23.6,14,,D
FI,2006,3/1/2006,0-2,1,,,,7.3,5.6,3.5,,D
FI,2006,3/1/2006,0-2,2,,,,9.5,8,3.2,,D
ME,2006,3/6/2006,0-2,1,,,,2.6,2.1,1.1,,D
ME,2006,3/6/2006,0-2,2,,,,2.4,1.9,0.9,,D
ME,2006,3/6/2006,0-8,1,,,,2.1,1.7,0.9,,D
ME,2006,4/4/2006,0-2,1,,,,2,1.5,0.9,,D
ME,2006,4/4/2006,0-2,2,,,,2.1,1.7,0.9,,D
ME,2006,4/4/2006,0-8,1,,,,2,1.6,0.9,,D
MO,2006,4/5/2006,0-2,1,,,,13.9,12,3.9,,D
MO,2006,4/5/2006,0-2,2,,,,11.7,9.5,4.7,,D
MO,2006,4/5/2006,0-8,1,,,,17.3,15.4,3.9,,D
WI,2006,4/10/2006,0-2,1,,,,23.2,20.1,6.6,,D
WI,2006,4/10/2006,0-2,2,,,,17,14.7,5,,D
ME,2006,4/17/2006,0-2,1,,,,2.3,1.9,0.9,,D
ME,2006,4/17/2006,0-2,2,,,,2.7,2.3,1,,D
ME,2006,4/17/2006,0-8,1,,,,2.9,2.4,1.1,,D
MO,2006,4/19/2006,0-2,1,,,,3.6,2.5,2.2,,D
MO,2006,4/19/2006,0-2,2,,,,3.3,2.2,2.2,,D
MO,2006,4/19/2006,0-8,1,,,,3.9,2.7,2.5,,D
WI,2006,4/19/2006,0-2,1,,,,14.3,12,4.8,,D
WI,2006,4/19/2006,0-2,2,,,,14.8,12.5,4.8,,D
FI,2006,4/21/2006,0-2,1,,,,9.8,6.9,6.1,,D
FI,2006,4/21/2006,0-2,2,,,,9.7,8.4,2.7,,D
ME,2006,5/2/2006,0-2,1,,,,1.8,1.5,0.6,,D
ME,2006,5/2/2006,0-2,2,,,,1.8,1.5,0.6,,D
ME,2006,5/2/2006,0-8,1,,,,1.6,1.3,0.7,,D
MO,2006,5/3/2006,0-2,1,,,,1.2,0.9,0.6,,D
MO,2006,5/3/2006,0-2,2,,,,1.3,1,0.6,,D
MO,2006,5/3/2006,0-8,1,,,,0.9,0.7,0.4,,D
FI,2006,5/8/2006,0-2,1,,,,3.3,3.1,0.5,,D
FI,2006,5/8/2006,0-2,2,,,,,,,,
WI,2006,5/8/2006,0-2,1,,,,11.8,10.2,3.3,,D
WI,2006,5/8/2006,0-2,2,,,,10.9,9.2,3.7,,D
